Path	Replication	ModificationTime	AccessTime	PreferredBlockSize	BlocksCount	FileSize	NSQUOTA	DSQUOTA	Permission	UserName	GroupName
/tmp/hive/root/57875b9a-b25d-4843-b7d5-82f7b677a6f0/_tmp_space.db	0	2022-07-25 15:51	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/_resultscache_/results-f1ce6751-5ef7-41b4-9681-69e5ecc9f4de	0	2022-07-25 15:51	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/5ab7755b-38f2-4ac0-85f8-3bba141ac786	0	2022-07-25 15:51	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/5ab7755b-38f2-4ac0-85f8-3bba141ac786/_tmp_space.db	0	2022-07-25 15:51	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/e640e4e5-74a8-4368-aedc-732dae3668f2	0	2022-07-25 15:56	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/e640e4e5-74a8-4368-aedc-732dae3668f2/_tmp_space.db	0	2022-07-25 15:56	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/_resultscache_/results-b307ad74-e38e-4c9b-bb42-86f3b1128b29	0	2022-07-25 15:56	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/03c921af-7662-4e92-b449-6f62a78fd205	0	2022-07-25 15:56	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/03c921af-7662-4e92-b449-6f62a78fd205/_tmp_space.db	0	2022-07-25 15:56	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/anonymous/9d825bb8-1991-4726-97a8-24ca486a073a	0	2022-07-25 17:14	1970-01-01 08:00	0	0	0	-1	-1	drwx------	anonymous	supergroup
/tmp/hive/anonymous/9d825bb8-1991-4726-97a8-24ca486a073a/_tmp_space.db	0	2022-07-25 17:14	1970-01-01 08:00	0	0	0	-1	-1	drwx------	anonymous	supergroup
/tmp/hive/root/b21d80ce-0902-4b6c-948f-4616df51d036	0	2022-07-25 17:50	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/b21d80ce-0902-4b6c-948f-4616df51d036/_tmp_space.db	0	2022-07-25 17:50	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/_resultscache_/results-aad54ea3-7c4d-4aff-aaf3-67ddbc0add72	0	2022-07-25 17:50	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/4a470a42-1cdb-4b6c-93ca-c92d9d9c063a	0	2022-07-25 17:50	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/4a470a42-1cdb-4b6c-93ca-c92d9d9c063a/_tmp_space.db	0	2022-07-25 17:50	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/1936c261-da69-4658-b4c7-eb18028db7c1	0	2022-07-26 11:21	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/1936c261-da69-4658-b4c7-eb18028db7c1/_tmp_space.db	0	2022-07-26 11:21	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/408daeca-d886-4191-8714-95bb48d775cd	0	2022-07-26 14:44	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/408daeca-d886-4191-8714-95bb48d775cd/_tmp_space.db	0	2022-07-26 14:44	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/_resultscache_/results-31ca4446-33ed-447d-86d1-fc0131769875	0	2022-07-26 14:44	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/b080332d-c3f0-4cb8-a8e3-87da109fe9fa	0	2022-07-26 14:44	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hive/root/b080332d-c3f0-4cb8-a8e3-87da109fe9fa/_tmp_space.db	0	2022-07-26 14:44	1970-01-01 08:00	0	0	0	-1	-1	drwx------	root	supergroup
/tmp/hadoop-yarn	0	2022-07-26 14:46	1970-01-01 08:00	0	0	0	-1	-1	drwx------	anonymous	supergroup
/tmp/hadoop-yarn/staging	0	2022-07-26 14:46	1970-01-01 08:00	0	0	0	-1	-1	drwx------	anonymous	supergroup
/tmp/hadoop-yarn/staging/anonymous	0	2022-07-26 14:46	1970-01-01 08:00	0	0	0	-1	-1	drwx------	anonymous	supergroup
/tmp/hadoop-yarn/staging/anonymous/.staging	0	2022-07-26 16:27	1970-01-01 08:00	0	0	0	-1	-1	drwx------	anonymous	supergroup
/tmp/hadoop-yarn/staging/history	0	2022-07-26 14:46	1970-01-01 08:00	0	0	0	-1	-1	drwxr-xr-x	anonymous	supergroup
/tmp/hadoop-yarn/staging/history/done_intermediate	0	2022-07-26 14:46	1970-01-01 08:00	0	0	0	-1	-1	drwxrwxrwt	anonymous	supergroup
/tmp/hadoop-yarn/staging/history/done_intermediate/anonymous	0	2022-07-26 16:27	1970-01-01 08:00	0	0	0	-1	-1	drwxrwx---	anonymous	supergroup
/tmp/hadoop-yarn/staging/history/done_intermediate/anonymous/job_1658817867649_0001.summary	1	2022-07-26 14:46	2022-07-26 14:46	134217728	1	383	0	0	-rwxrwx---	anonymous	supergroup
/tmp/hadoop-yarn/staging/history/done_intermediate/anonymous/job_1658817867649_0001-1658817970984-anonymous-insert+into+order_report_inne...order_report+%28St-1658817994119-0-0-FAILED-default-1658817976656.jhist	1	2022-07-26 14:46	2022-07-26 14:46	134217728	1	39707	0	0	-rwxrwx---	anonymous	supergroup
/tmp/hadoop-yarn/staging/history/done_intermediate/anonymous/job_1658817867649_0001_conf.xml	1	2022-07-26 14:46	2022-07-26 14:46	134217728	1	342103	0	0	-rwxrwx---	anonymous	supergroup
/tmp/hadoop-yarn/staging/history/done_intermediate/anonymous/job_1658817867649_0002.summary	1	2022-07-26 14:55	2022-07-26 14:55	134217728	1	398	0	0	-rwxrwx---	anonymous	supergroup
/tmp/hadoop-yarn/staging/history/done_intermediate/anonymous/job_1658817867649_0002-1658818508309-anonymous-insert+into+order_report_inne...order_report+%28St-1658818524406-1-1-SUCCEEDED-default-1658818512428.jhist	1	2022-07-26 14:55	2022-07-26 14:55	134217728	1	40064	0	0	-rwxrwx---	anonymous	supergroup
/tmp/hadoop-yarn/staging/history/done_intermediate/anonymous/job_1658817867649_0002_conf.xml	1	2022-07-26 14:55	2022-07-26 14:55	134217728	1	341039	0	0	-rwxrwx---	anonymous	supergroup
/tmp/hadoop-yarn/staging/history/done_intermediate/anonymous/job_1658821777094_0001.summary	1	2022-07-26 15:53	2022-07-26 15:53	134217728	1	383	0	0	-rwxrwx---	anonymous	supergroup
/tmp/hadoop-yarn/staging/history/done_intermediate/anonymous/job_1658821777094_0001-1658821990382-anonymous-insert+into+order_report_inne...order_report+%28St-1658822013845-0-0-FAILED-default-1658821996314.jhist	1	2022-07-26 15:53	2022-07-26 15:53	134217728	1	39707	0	0	-rwxrwx---	anonymous	supergroup
/tmp/hadoop-yarn/staging/history/done_intermediate/anonymous/job_1658821777094_0001_conf.xml	1	2022-07-26 15:53	2022-07-26 15:53	134217728	1	342103	0	0	-rwxrwx---	anonymous	supergroup
/tmp/hadoop-yarn/staging/history/done_intermediate/anonymous/job_1658821777094_0002.summary	1	2022-07-26 15:55	2022-07-26 15:55	134217728	1	398	0	0	-rwxrwx---	anonymous	supergroup
